library_no,pose_id,bvh_filename,source_clip_id,provider,collection_id,native_subject_id,native_asset_id,native_clip_id,original_title,original_filename,selected_frame_index,selected_frame_index_hint,frame_index_base,source_fps,sample_ordinal,retarget_profile,operations,source_uri,source_sha256,catalog_snapshot_ref,catalog_match_status,file_lineage_status,reviewer,notes
BVH-000072,Floating_00083_mirror,Floating_00083_mirror.bvh,local_action_raw:Floating,unknown,local_action_raw,,,,Floating,Floating.bvh,,83,unknown,30.0003,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",data/_action_raw/Floating.bvh,sha256:36f271d24d49fadfc5992853d40120ef4efa56c7ef8aaa642e30752c4b4c436b,,missing,derived_mirror,,
BVH-000073,Great Sword Strafe_00019,Great Sword Strafe_00019.bvh,local_action_raw:Great Sword Strafe,unknown,local_action_raw,,,,Great Sword Strafe,Great Sword Strafe.bvh,19,19,zero,30.0003,,,"[{""status"":""verified"",""type"":""extract_frame""}]",data/_action_raw/Great Sword Strafe.bvh,sha256:722c79431e2e67a62d649a5d78104c8fa03d6ad75199f05be5e69301981de583,,missing,verified,,
BVH-000074,Great Sword Strafe_00019_mirror,Great Sword Strafe_00019_mirror.bvh,local_action_raw:Great Sword Strafe,unknown,local_action_raw,,,,Great Sword Strafe,Great Sword Strafe.bvh,,19,unknown,30.0003,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",data/_action_raw/Great Sword Strafe.bvh,sha256:722c79431e2e67a62d649a5d78104c8fa03d6ad75199f05be5e69301981de583,,missing,derived_mirror,,
BVH-000075,Great Sword Strafe_00034,Great Sword Strafe_00034.bvh,local_action_raw:Great Sword Strafe,unknown,local_action_raw,,,,Great Sword Strafe,Great Sword Strafe.bvh,34,34,zero,30.0003,,,"[{""status"":""verified"",""type"":""extract_frame""}]",data/_action_raw/Great Sword Strafe.bvh,sha256:722c79431e2e67a62d649a5d78104c8fa03d6ad75199f05be5e69301981de583,,missing,verified,,
BVH-000076,Great Sword Strafe_00034_mirror,Great Sword Strafe_00034_mirror.bvh,local_action_raw:Great Sword Strafe,unknown,local_action_raw,,,,Great Sword Strafe,Great Sword Strafe.bvh,,34,unknown,30.0003,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",data/_action_raw/Great Sword Strafe.bvh,sha256:722c79431e2e67a62d649a5d78104c8fa03d6ad75199f05be5e69301981de583,,missing,derived_mirror,,
BVH-000077,Hand Raising_01,Hand Raising_01.bvh,local_named:Hand Raising,unknown,local_named,,,,Hand Raising,,,,unknown,,1,,[],,,,missing,unverified,,
BVH-000078,Hand Raising_01_mirror,Hand Raising_01_mirror.bvh,local_named:Hand Raising,unknown,local_named,,,,Hand Raising,,,,unknown,,1,,"[{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-000079,Hand Raising_02,Hand Raising_02.bvh,local_named:Hand Raising,unknown,local_named,,,,Hand Raising,,,,unknown,,2,,[],,,,missing,unverified,,
BVH-000080,Hand Raising_02_mirror,Hand Raising_02_mirror.bvh,local_named:Hand Raising,unknown,local_named,,,,Hand Raising,,,,unknown,,2,,"[{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-000081,Hands Forward Gesture_01,Hands Forward Gesture_01.bvh,local_named:Hands Forward Gesture,unknown,local_named,,,,Hands Forward Gesture,,,,unknown,,1,,[],,,,missing,unverified,,
BVH-000082,Hands Forward Gesture_01_mirror,Hands Forward Gesture_01_mirror.bvh,local_named:Hands Forward Gesture,unknown,local_named,,,,Hands Forward Gesture,,,,unknown,,1,,"[{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-000083,Headbutt_00008,Headbutt_00008.bvh,local_action_raw:Headbutt,unknown,local_action_raw,,,,Headbutt,Headbutt.bvh,8,8,zero,30.0003,,,"[{""status"":""verified"",""type"":""extract_frame""}]",data/_action_raw/Headbutt.bvh,sha256:7d1c082b967703de317ea78581a577fb217fcfcf32914b6ada5ba72471004cd9,,missing,verified,,
BVH-000084,Headbutt_00008_mirror,Headbutt_00008_mirror.bvh,local_action_raw:Headbutt,unknown,local_action_raw,,,,Headbutt,Headbutt.bvh,,8,unknown,30.0003,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",data/_action_raw/Headbutt.bvh,sha256:7d1c082b967703de317ea78581a577fb217fcfcf32914b6ada5ba72471004cd9,,missing,derived_mirror,,
BVH-000085,Hurricane Kick_00016,Hurricane Kick_00016.bvh,local_action_raw:Hurricane Kick,unknown,local_action_raw,,,,Hurricane Kick,Hurricane Kick.bvh,16,16,zero,30.0003,,,"[{""status"":""verified"",""type"":""extract_frame""}]",data/_action_raw/Hurricane Kick.bvh,sha256:32ae99087641582f0c774f331cb3707a27fa602984bcd922905d1799e3f273c3,,missing,verified,,
BVH-000086,Hurricane Kick_00016_mirror,Hurricane Kick_00016_mirror.bvh,local_action_raw:Hurricane Kick,unknown,local_action_raw,,,,Hurricane Kick,Hurricane Kick.bvh,,16,unknown,30.0003,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",data/_action_raw/Hurricane Kick.bvh,sha256:32ae99087641582f0c774f331cb3707a27fa602984bcd922905d1799e3f273c3,,missing,derived_mirror,,
BVH-000087,Hurricane Kick_00023,Hurricane Kick_00023.bvh,local_action_raw:Hurricane Kick,unknown,local_action_raw,,,,Hurricane Kick,Hurricane Kick.bvh,23,23,zero,30.0003,,,"[{""status"":""verified"",""type"":""extract_frame""}]",data/_action_raw/Hurricane Kick.bvh,sha256:32ae99087641582f0c774f331cb3707a27fa602984bcd922905d1799e3f273c3,,missing,verified,,
BVH-000088,Hurricane Kick_00023_mirror,Hurricane Kick_00023_mirror.bvh,local_action_raw:Hurricane Kick,unknown,local_action_raw,,,,Hurricane Kick,Hurricane Kick.bvh,,23,unknown,30.0003,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",data/_action_raw/Hurricane Kick.bvh,sha256:32ae99087641582f0c774f331cb3707a27fa602984bcd922905d1799e3f273c3,,missing,derived_mirror,,
BVH-000089,Hurricane Kick_00047,Hurricane Kick_00047.bvh,local_action_raw:Hurricane Kick,unknown,local_action_raw,,,,Hurricane Kick,Hurricane Kick.bvh,47,47,zero,30.0003,,,"[{""status"":""verified"",""type"":""extract_frame""}]",data/_action_raw/Hurricane Kick.bvh,sha256:32ae99087641582f0c774f331cb3707a27fa602984bcd922905d1799e3f273c3,,missing,verified,,
BVH-000090,Hurricane Kick_00047_mirror,Hurricane Kick_00047_mirror.bvh,local_action_raw:Hurricane Kick,unknown,local_action_raw,,,,Hurricane Kick,Hurricane Kick.bvh,,47,unknown,30.0003,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",data/_action_raw/Hurricane Kick.bvh,sha256:32ae99087641582f0c774f331cb3707a27fa602984bcd922905d1799e3f273c3,,missing,derived_mirror,,
BVH-000091,Jumping Down (1)_00028,Jumping Down (1)_00028.bvh,local_action_raw:Jumping Down (1),unknown,local_action_raw,,,,Jumping Down (1),Jumping Down (1).bvh,28,28,zero,30.0003,,,"[{""status"":""verified"",""type"":""extract_frame""}]",data/_action_raw/Jumping Down (1).bvh,sha256:6547c590fff3f5d2e3fcc8d3a0f4c9b13f562705c665fcf54bb75b84e175863d,,missing,verified,,
BVH-000092,Jumping Down (1)_00028_mirror,Jumping Down (1)_00028_mirror.bvh,local_action_raw:Jumping Down (1),unknown,local_action_raw,,,,Jumping Down (1),Jumping Down (1).bvh,,28,unknown,30.0003,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",data/_action_raw/Jumping Down (1).bvh,sha256:6547c590fff3f5d2e3fcc8d3a0f4c9b13f562705c665fcf54bb75b84e175863d,,missing,derived_mirror,,
BVH-000093,Jumping Down (1)_00040,Jumping Down (1)_00040.bvh,local_action_raw:Jumping Down (1),unknown,local_action_raw,,,,Jumping Down (1),Jumping Down (1).bvh,40,40,zero,30.0003,,,"[{""status"":""verified"",""type"":""extract_frame""}]",data/_action_raw/Jumping Down (1).bvh,sha256:6547c590fff3f5d2e3fcc8d3a0f4c9b13f562705c665fcf54bb75b84e175863d,,missing,verified,,
BVH-000094,Jumping Down (1)_00040_mirror,Jumping Down (1)_00040_mirror.bvh,local_action_raw:Jumping Down (1),unknown,local_action_raw,,,,Jumping Down (1),Jumping Down (1).bvh,,40,unknown,30.0003,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",data/_action_raw/Jumping Down (1).bvh,sha256:6547c590fff3f5d2e3fcc8d3a0f4c9b13f562705c665fcf54bb75b84e175863d,,missing,derived_mirror,,
BVH-000095,Jumping Down_00011,Jumping Down_00011.bvh,local_action_raw:Jumping Down,unknown,local_action_raw,,,,Jumping Down,Jumping Down.bvh,11,11,zero,30.0003,,,"[{""status"":""verified"",""type"":""extract_frame""}]",data/_action_raw/Jumping Down.bvh,sha256:68702c5330a06acfcdaebd22814d8537f6cf4716c211f83a29bf916f73287490,,missing,verified,,
BVH-000096,Jumping Down_00011_mirror,Jumping Down_00011_mirror.bvh,local_action_raw:Jumping Down,unknown,local_action_raw,,,,Jumping Down,Jumping Down.bvh,,11,unknown,30.0003,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",data/_action_raw/Jumping Down.bvh,sha256:68702c5330a06acfcdaebd22814d8537f6cf4716c211f83a29bf916f73287490,,missing,derived_mirror,,
BVH-000097,Jumping Down_00056,Jumping Down_00056.bvh,local_action_raw:Jumping Down,unknown,local_action_raw,,,,Jumping Down,Jumping Down.bvh,56,56,zero,30.0003,,,"[{""status"":""verified"",""type"":""extract_frame""}]",data/_action_raw/Jumping Down.bvh,sha256:68702c5330a06acfcdaebd22814d8537f6cf4716c211f83a29bf916f73287490,,missing,verified,,
BVH-000098,Jumping Down_00056_mirror,Jumping Down_00056_mirror.bvh,local_action_raw:Jumping Down,unknown,local_action_raw,,,,Jumping Down,Jumping Down.bvh,,56,unknown,30.0003,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",data/_action_raw/Jumping Down.bvh,sha256:68702c5330a06acfcdaebd22814d8537f6cf4716c211f83a29bf916f73287490,,missing,derived_mirror,,
BVH-000099,Kick To The Groin_00026,Kick To The Groin_00026.bvh,local_action_raw:Kick To The Groin,unknown,local_action_raw,,,,Kick To The Groin,Kick To The Groin.bvh,26,26,zero,30.0003,,,"[{""status"":""verified"",""type"":""extract_frame""}]",data/_action_raw/Kick To The Groin.bvh,sha256:439cfabdf96bd71b0eb26cdd565f0837f0f2e1c3fffd85584ea01121a6fd4e3c,,missing,verified,,
BVH-000100,Kick To The Groin_00026_mirror,Kick To The Groin_00026_mirror.bvh,local_action_raw:Kick To The Groin,unknown,local_action_raw,,,,Kick To The Groin,Kick To The Groin.bvh,,26,unknown,30.0003,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",data/_action_raw/Kick To The Groin.bvh,sha256:439cfabdf96bd71b0eb26cdd565f0837f0f2e1c3fffd85584ea01121a6fd4e3c,,missing,derived_mirror,,
BVH-000101,Kiss_01,Kiss_01.bvh,local_named:Kiss,unknown,local_named,,,,Kiss,,,,unknown,,1,,[],,,,missing,unverified,,
BVH-000102,Kiss_01_mirror,Kiss_01_mirror.bvh,local_named:Kiss,unknown,local_named,,,,Kiss,,,,unknown,,1,,"[{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-000103,Kiss_02,Kiss_02.bvh,local_named:Kiss,unknown,local_named,,,,Kiss,,,,unknown,,2,,[],,,,missing,unverified,,
BVH-000104,Kiss_02_mirror,Kiss_02_mirror.bvh,local_named:Kiss,unknown,local_named,,,,Kiss,,,,unknown,,2,,"[{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-000105,Kneel_02,Kneel_02.bvh,local_named:Kneel,unknown,local_named,,,,Kneel,,,,unknown,,2,,[],,,,missing,unverified,,
BVH-000106,Kneel_02_mirror,Kneel_02_mirror.bvh,local_named:Kneel,unknown,local_named,,,,Kneel,,,,unknown,,2,,"[{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-000107,Looking_01,Looking_01.bvh,local_named:Looking,unknown,local_named,,,,Looking,,,,unknown,,1,,[],,,,missing,unverified,,
BVH-000108,Looking_01_mirror,Looking_01_mirror.bvh,local_named:Looking,unknown,local_named,,,,Looking,,,,unknown,,1,,"[{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-000109,Male Sitting Pose (1)_01,Male Sitting Pose (1)_01.bvh,local_named:Male Sitting Pose (1),unknown,local_named,,,,Male Sitting Pose (1),,,,unknown,,1,,[],,,,missing,unverified,,
BVH-000110,Male Sitting Pose (1)_01_mirror,Male Sitting Pose (1)_01_mirror.bvh,local_named:Male Sitting Pose (1),unknown,local_named,,,,Male Sitting Pose (1),,,,unknown,,1,,"[{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-000111,Male Sitting Pose_01,Male Sitting Pose_01.bvh,local_named:Male Sitting Pose,unknown,local_named,,,,Male Sitting Pose,,,,unknown,,1,,[],,,,missing,unverified,,
BVH-000112,Male Sitting Pose_01_mirror,Male Sitting Pose_01_mirror.bvh,local_named:Male Sitting Pose,unknown,local_named,,,,Male Sitting Pose,,,,unknown,,1,,"[{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-000113,Male Standing Pose (1)_01,Male Standing Pose (1)_01.bvh,local_named:Male Standing Pose (1),unknown,local_named,,,,Male Standing Pose (1),,,,unknown,,1,,[],,,,missing,unverified,,
BVH-000114,Male Standing Pose (1)_01_mirror,Male Standing Pose (1)_01_mirror.bvh,local_named:Male Standing Pose (1),unknown,local_named,,,,Male Standing Pose (1),,,,unknown,,1,,"[{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-000115,Male Standing Pose (2)_01,Male Standing Pose (2)_01.bvh,local_named:Male Standing Pose (2),unknown,local_named,,,,Male Standing Pose (2),,,,unknown,,1,,[],,,,missing,unverified,,
BVH-000116,Male Standing Pose (2)_01_mirror,Male Standing Pose (2)_01_mirror.bvh,local_named:Male Standing Pose (2),unknown,local_named,,,,Male Standing Pose (2),,,,unknown,,1,,"[{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-000117,Male Standing Pose_01,Male Standing Pose_01.bvh,local_named:Male Standing Pose,unknown,local_named,,,,Male Standing Pose,,,,unknown,,1,,[],,,,missing,unverified,,
BVH-000118,Male Standing Pose_01_mirror,Male Standing Pose_01_mirror.bvh,local_named:Male Standing Pose,unknown,local_named,,,,Male Standing Pose,,,,unknown,,1,,"[{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-000119,Mutant Flexing Muscles_00053,Mutant Flexing Muscles_00053.bvh,local_action_raw:Mutant Flexing Muscles,unknown,local_action_raw,,,,Mutant Flexing Muscles,Mutant Flexing Muscles.bvh,53,53,zero,30.0003,,,"[{""status"":""verified"",""type"":""extract_frame""}]",data/_action_raw/Mutant Flexing Muscles.bvh,sha256:36839fe3c5daa17e159d119caa25b5937c72884c78d559e76cc9b4451c1f55e6,,missing,verified,,
BVH-000120,Mutant Flexing Muscles_00053_mirror,Mutant Flexing Muscles_00053_mirror.bvh,local_action_raw:Mutant Flexing Muscles,unknown,local_action_raw,,,,Mutant Flexing Muscles,Mutant Flexing Muscles.bvh,,53,unknown,30.0003,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",data/_action_raw/Mutant Flexing Muscles.bvh,sha256:36839fe3c5daa17e159d119caa25b5937c72884c78d559e76cc9b4451c1f55e6,,missing,derived_mirror,,
BVH-000121,Mutant Flexing Muscles_00086,Mutant Flexing Muscles_00086.bvh,local_action_raw:Mutant Flexing Muscles,unknown,local_action_raw,,,,Mutant Flexing Muscles,Mutant Flexing Muscles.bvh,86,86,zero,30.0003,,,"[{""status"":""verified"",""type"":""extract_frame""}]",data/_action_raw/Mutant Flexing Muscles.bvh,sha256:36839fe3c5daa17e159d119caa25b5937c72884c78d559e76cc9b4451c1f55e6,,missing,verified,,
BVH-000122,Mutant Flexing Muscles_00086_mirror,Mutant Flexing Muscles_00086_mirror.bvh,local_action_raw:Mutant Flexing Muscles,unknown,local_action_raw,,,,Mutant Flexing Muscles,Mutant Flexing Muscles.bvh,,86,unknown,30.0003,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",data/_action_raw/Mutant Flexing Muscles.bvh,sha256:36839fe3c5daa17e159d119caa25b5937c72884c78d559e76cc9b4451c1f55e6,,missing,derived_mirror,,
BVH-000123,Mutant Flexing Muscles_00096,Mutant Flexing Muscles_00096.bvh,local_action_raw:Mutant Flexing Muscles,unknown,local_action_raw,,,,Mutant Flexing Muscles,Mutant Flexing Muscles.bvh,96,96,zero,30.0003,,,"[{""status"":""verified"",""type"":""extract_frame""}]",data/_action_raw/Mutant Flexing Muscles.bvh,sha256:36839fe3c5daa17e159d119caa25b5937c72884c78d559e76cc9b4451c1f55e6,,missing,verified,,
BVH-000124,Mutant Flexing Muscles_00096_mirror,Mutant Flexing Muscles_00096_mirror.bvh,local_action_raw:Mutant Flexing Muscles,unknown,local_action_raw,,,,Mutant Flexing Muscles,Mutant Flexing Muscles.bvh,,96,unknown,30.0003,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",data/_action_raw/Mutant Flexing Muscles.bvh,sha256:36839fe3c5daa17e159d119caa25b5937c72884c78d559e76cc9b4451c1f55e6,,missing,derived_mirror,,
BVH-000125,Punching Bag_00062,Punching Bag_00062.bvh,local_action_raw:Punching Bag,unknown,local_action_raw,,,,Punching Bag,Punching Bag.bvh,62,62,zero,30.0003,,,"[{""status"":""verified"",""type"":""extract_frame""}]",data/_action_raw/Punching Bag.bvh,sha256:991e44bc54824a13b6d5d4515cfc31b391959292a86bc8f078e4e75c8062306d,,missing,verified,,
BVH-000126,Punching Bag_00062_mirror,Punching Bag_00062_mirror.bvh,local_action_raw:Punching Bag,unknown,local_action_raw,,,,Punching Bag,Punching Bag.bvh,,62,unknown,30.0003,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",data/_action_raw/Punching Bag.bvh,sha256:991e44bc54824a13b6d5d4515cfc31b391959292a86bc8f078e4e75c8062306d,,missing,derived_mirror,,
BVH-000127,Punching_01,Punching_01.bvh,local_named:Punching,unknown,local_named,,,,Punching,,,,unknown,,1,,[],,,,missing,unverified,,
BVH-000128,Punching_01_mirror,Punching_01_mirror.bvh,local_named:Punching,unknown,local_named,,,,Punching,,,,unknown,,1,,"[{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-000129,Punching_02,Punching_02.bvh,local_named:Punching,unknown,local_named,,,,Punching,,,,unknown,,2,,[],,,,missing,unverified,,
BVH-000130,Punching_02_mirror,Punching_02_mirror.bvh,local_named:Punching,unknown,local_named,,,,Punching,,,,unknown,,2,,"[{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-000131,Reacting_02,Reacting_02.bvh,local_named:Reacting,unknown,local_named,,,,Reacting,,,,unknown,,2,,[],,,,missing,unverified,,
BVH-000132,Reacting_02_mirror,Reacting_02_mirror.bvh,local_named:Reacting,unknown,local_named,,,,Reacting,,,,unknown,,2,,"[{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-000133,Receiving An Uppercut_00010,Receiving An Uppercut_00010.bvh,local_action_raw:Receiving An Uppercut,unknown,local_action_raw,,,,Receiving An Uppercut,Receiving An Uppercut.bvh,10,10,zero,30.0003,,,"[{""status"":""verified"",""type"":""extract_frame""}]",data/_action_raw/Receiving An Uppercut.bvh,sha256:735e1c6468ef6d2aa7725f5efa1f77c852d7857f05650294e34399acc83dbd4a,,missing,verified,,
BVH-000134,Receiving An Uppercut_00010_mirror,Receiving An Uppercut_00010_mirror.bvh,local_action_raw:Receiving An Uppercut,unknown,local_action_raw,,,,Receiving An Uppercut,Receiving An Uppercut.bvh,,10,unknown,30.0003,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",data/_action_raw/Receiving An Uppercut.bvh,sha256:735e1c6468ef6d2aa7725f5efa1f77c852d7857f05650294e34399acc83dbd4a,,missing,derived_mirror,,
BVH-000135,Receiving An Uppercut_00021,Receiving An Uppercut_00021.bvh,local_action_raw:Receiving An Uppercut,unknown,local_action_raw,,,,Receiving An Uppercut,Receiving An Uppercut.bvh,21,21,zero,30.0003,,,"[{""status"":""verified"",""type"":""extract_frame""}]",data/_action_raw/Receiving An Uppercut.bvh,sha256:735e1c6468ef6d2aa7725f5efa1f77c852d7857f05650294e34399acc83dbd4a,,missing,verified,,
BVH-000136,Receiving An Uppercut_00021_mirror,Receiving An Uppercut_00021_mirror.bvh,local_action_raw:Receiving An Uppercut,unknown,local_action_raw,,,,Receiving An Uppercut,Receiving An Uppercut.bvh,,21,unknown,30.0003,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",data/_action_raw/Receiving An Uppercut.bvh,sha256:735e1c6468ef6d2aa7725f5efa1f77c852d7857f05650294e34399acc83dbd4a,,missing,derived_mirror,,
BVH-000137,Receiving An Uppercut_00028,Receiving An Uppercut_00028.bvh,local_action_raw:Receiving An Uppercut,unknown,local_action_raw,,,,Receiving An Uppercut,Receiving An Uppercut.bvh,28,28,zero,30.0003,,,"[{""status"":""verified"",""type"":""extract_frame""}]",data/_action_raw/Receiving An Uppercut.bvh,sha256:735e1c6468ef6d2aa7725f5efa1f77c852d7857f05650294e34399acc83dbd4a,,missing,verified,,
BVH-000138,Receiving An Uppercut_00028_mirror,Receiving An Uppercut_00028_mirror.bvh,local_action_raw:Receiving An Uppercut,unknown,local_action_raw,,,,Receiving An Uppercut,Receiving An Uppercut.bvh,,28,unknown,30.0003,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",data/_action_raw/Receiving An Uppercut.bvh,sha256:735e1c6468ef6d2aa7725f5efa1f77c852d7857f05650294e34399acc83dbd4a,,missing,derived_mirror,,
BVH-000139,Scared_01,Scared_01.bvh,local_named:Scared,unknown,local_named,,,,Scared,,,,unknown,,1,,[],,,,missing,unverified,,
BVH-000140,Scared_01_mirror,Scared_01_mirror.bvh,local_named:Scared,unknown,local_named,,,,Scared,,,,unknown,,1,,"[{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-000141,Scared_02,Scared_02.bvh,local_named:Scared,unknown,local_named,,,,Scared,,,,unknown,,2,,[],,,,missing,unverified,,
BVH-000142,Scared_02_mirror,Scared_02_mirror.bvh,local_named:Scared,unknown,local_named,,,,Scared,,,,unknown,,2,,"[{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
